market,lat,lon,region,d_act,Wd_act_centered,lisa,local_p,lisa_sig,conf
lon40_1824lat10_8153,10.81479,40.18237,Afar,-70.5,-43.144126121228595,LL,0.045,LL,6.0
lon40_19lat7_457,7.45697,40.18989,Oromia,63.099999999999994,10.559976442873964,HH,0.325,ns,0.0
lon40_2116lat10_9252,10.92501,40.21218,Afar,16.80000000000001,-49.54335689045937,HL,0.342,ns,4.0
lon40_2351lat8_5188,8.51913,40.2351,Oromia,49.099999999999994,25.90539310954063,HH,0.187,ns,0.0
lon40_2379lat8_6936,8.69369,40.23795,Oromia,32.0,35.05539310954063,HH,0.212,ns,0.0
lon40_2428lat7_1793,7.1778,40.24301,Oromia,48.0,2.8813799516458944,HH,0.723,ns,0.0
lon40_2501lat8_4266,8.42645,40.24994,Oromia,41.400000000000006,39.96164310954063,HH,0.135,ns,0.0
lon40_284lat8_7918,8.79178,40.28405,Oromia,36.69999999999999,22.386643109540632,HH,0.323,ns,0.0
lon40_3031lat7_2806,7.28057,40.30306,Oromia,28.200000000000003,0.18076075659945479,HH,0.966,ns,0.0
lon40_3145lat8_8988,8.89882,40.31448,Oromia,5.5,13.878950801848328,HH,0.83,ns,3.0
lon40_3699lat8_5054,8.50543,40.36989,Oromia,44.800000000000004,40.51442088731841,HH,0.1,ns,0.0
lon40_3894lat9_0143,9.01434,40.38937,Oromia,13.199999999999989,4.515214538112063,HH,0.863,ns,2.0
lon40_401lat6_8384,6.83829,40.40119,Oromia,-13.299999999999999,-21.41335689045937,LL,0.662,ns,0.0
lon40_4052lat6_8373,6.83721,40.40532,Oromia,36.10000000000001,-28.470499747602226,HL,0.358,ns,0.0
lon40_4122lat7_2216,7.22163,40.41223,Oromia,-7.3999999999999915,7.426643109540633,LH,0.862,ns,0.0
lon40_4225lat8_8281,8.82817,40.42236,Oromia,-18.099999999999994,18.765590477961688,LH,0.499,ns,0.0
lon40_4324lat8_2657,8.26566,40.43243,Oromia,-0.8000000000000114,68.71997644287396,LH,0.838,ns,0.0
lon40_4374lat6_6418,6.64174,40.43756,Oromia,-100.30000000000001,-9.563356890459367,LL,0.434,ns,0.0
lon40_4957lat8_1508,8.15076,40.49567,Oromia,46.3,57.26164310954063,HH,0.147,ns,0.0
lon40_5249lat8_7048,8.70477,40.52496,Oromia,-80.3,34.23446919649715,LH,0.037,LH,0.0
lon40_5259lat8_4321,8.4321,40.52585,Oromia,-6.700000000000017,46.214420887318404,LH,0.513,ns,0.0
lon40_5316lat7_4321,7.4321,40.53157,Oromia,-21.900000000000002,3.6366431095406333,LH,0.818,ns,0.0
lon40_5347lat9_1071,9.10712,40.53467,Oromia,-12.200000000000003,11.11391583681336,LH,0.753,ns,2.0
lon40_5544lat8_9511,8.95103,40.5541,Oromia,73.1,17.156643109540635,HH,0.161,ns,2.0
lon40_5883lat9_0797,9.0798,40.58822,Oromia,36.10000000000001,6.72300674590427,HH,0.678,ns,0.0
lon40_6103lat7_4696,7.46956,40.61053,Oromia,-57.199999999999996,3.758071680969207,LH,0.717,ns,0.0
lon40_6664lat9_176,9.17618,40.66595,Oromia,14.799999999999997,3.6533097762072995,HH,0.864,ns,7.0
lon40_6779lat8_6278,8.62784,40.67781,Oromia,90.0,24.075531998429526,HH,0.07,ns,0.0
lon40_6839lat8_8734,8.87322,40.68386,Oromia,-117.2,26.575531998429522,LH,0.033,LH,0.0
lon40_7341lat8_7126,8.71392,40.73369,Oromia,10.5,27.75723134483475,HH,0.564,ns,0.0
lon40_7533lat8_657,8.65702,40.7532,Oromia,102.2,24.905393109540633,HH,0.066,ns,0.0
lon40_7571lat9_2329,9.23303,40.75778,Oromia,20.19999999999999,23.924143109540633,HH,0.529,ns,7.0
lon40_7795lat8_9022,8.90218,40.77944,Oromia,17.5,17.76311369777593,HH,0.538,ns,0.0
lon40_8106lat8_7791,8.77809,40.81093,Oromia,82.3,25.20202772492525,HH,0.105,ns,0.0
lon40_8232lat8_5908,8.59084,40.82323,Oromia,6.900000000000006,28.194976442873966,HH,0.718,ns,0.0
lon40_8346lat7_2618,7.26178,40.83469,Oromia,-83.5,1.4866431095406343,LH,0.821,ns,0.0
lon40_9155lat8_525,8.52493,40.91542,Oromia,106.4,47.011643109540636,HH,0.035,HH,0.0
lon40_9791lat6_6423,6.64226,40.979,Oromia,5.0,60.93664310954064,HH,0.783,ns,0.0
lon40_9794lat7_456,7.456,40.97933,Oromia,-9.0,-28.41335689045937,LL,0.771,ns,0.0
lon40_9928lat7_8773,7.87733,40.99276,Oromia,5.8999999999999915,0.18664310954062713,HH,0.998,ns,0.0
lon41_0066lat9_1397,9.13964,41.00643,Oromia,-27.599999999999994,25.511643109540636,LH,0.365,ns,2.0
lon41_0457lat8_6384,8.63847,41.04576,Oromia,10.5,49.558071680969206,HH,0.551,ns,0.0
lon41_0859lat8_3208,8.32079,41.08593,Oromia,44.099999999999994,58.23664310954064,HH,0.247,ns,0.0
lon41_1243lat8_9841,8.98409,41.12434,Oromia,-4.0,27.53664310954064,LH,0.775,ns,0.0
lon41_1628lat7_9254,7.92538,41.16284,Oromia,0.3999999999999915,5.686643109540627,HH,0.998,ns,0.0
lon41_1747lat9_3701,9.37158,41.17292,Oromia,-24.5,13.000928823826346,LH,0.621,ns,2.0
lon41_1965lat9_5312,9.53004,41.19469,Somali,0.8999999999999773,26.486643109540633,HH,0.971,ns,0.0
lon41_2051lat9_2797,9.28026,41.20535,Oromia,1.3999999999999915,20.10482492772245,HH,0.943,ns,2.0
lon41_2149lat8_9668,8.96689,41.21487,Oromia,5.1000000000000085,22.36664310954064,HH,0.829,ns,0.0
lon41_2916lat9_336,9.33439,41.29175,Oromia,70.2,11.161643109540632,HH,0.37,ns,0.0
lon41_3107lat9_0393,9.03648,41.3111,Oromia,93.2,3.1943354172329457,HH,0.566,ns,0.0
lon41_3569lat8_9567,8.95666,41.35674,Oromia,62.6,-2.9533568904593626,HL,0.707,ns,0.0
lon41_4454lat9_1656,9.16537,41.44524,Oromia,-35.5,24.35587387877141,LH,0.276,ns,0.0
lon41_5763lat8_9129,8.91296,41.57629,Oromia,-11.0,1.8666431095406364,LH,0.946,ns,0.0
lon41_634lat8_7014,8.70145,41.63395,Oromia,-17.0,-12.163356890459362,LL,0.722,ns,0.0
lon41_7709lat9_3574,9.35584,41.77188,Oromia,-18.0,36.91997644287397,LH,0.47,ns,0.0
lon41_771lat8_8569,8.85687,41.77115,Oromia,-48.699999999999996,-8.013356890459363,LL,0.58,ns,0.0
lon41_7949lat9_4359,9.43666,41.79514,Oromia,47.3,46.346643109540636,HH,0.18,ns,3.0
lon41_8469lat8_6578,8.65765,41.84694,Oromia,88.0,-35.613356890459364,HL,0.137,ns,0.0
lon41_8667lat9_4546,9.45451,41.86537,Oromia,171.7,21.46664310954063,HH,0.078,ns,3.0
lon41_8778lat8_3764,8.37623,41.8778,Oromia,-30.299999999999997,87.78664310954063,LH,0.301,ns,0.0
lon42_33lat9_223,9.22832,42.34009,Oromia,180.79999999999998,-36.11335689045936,HL,0.105,ns,1.0
lon42_3954lat8_5814,8.57994,42.39725,Oromia,-11.799999999999983,-18.91335689045936,LL,0.809,ns,0.0
lon42_4069lat8_7138,8.71388,42.40696,Oromia,-1.5,-24.063356890459353,LL,0.941,ns,0.0
lon42_411lat8_907,8.90715,42.41086,Oromia,-35.89999999999999,55.61997644287398,LH,0.243,ns,0.0
lon5_3318lat37_4201,5.33236,37.42089,SNNPR,46.7,26.646643109540634,HH,0.341,ns,0.0
lon5_3387lat37_4415,5.34185,37.44177,SNNPR,15.900000000000006,32.80664310954064,HH,0.579,ns,0.0
lon5_5203lat36_7341,5.52006,36.73539,SNNPR,-13.300000000000011,-0.7769932540957285,LL,0.963,ns,0.0
lon5_5526lat39_391,5.55281,39.39018,Oromia,-68.9,-10.613356890459372,LL,0.572,ns,1.0
lon5_7833lat36_567,5.77185,36.56799,SNNPR,7.300000000000004,1.0449764428739634,HH,0.961,ns,0.0
lon5_8997lat36_5782,5.90458,36.57633,SNNPR,21.200000000000003,1.0230067459042687,HH,0.944,ns,0.0
lon5_9848lat36_5777,5.98292,36.57725,SNNPR,79.1,-4.240629617732095,HL,0.588,ns,0.0
lon6_4111lat39_8454,6.41155,39.852,Oromia,28.60000000000001,-25.26891244601492,HL,0.42,ns,2.0
lon6_5261lat38_83,6.52339,38.83129,SNNPR,41.0,203.98664310954064,HH,0.063,ns,0.0
lon6_5298lat38_7113,6.5287,38.71265,SNNPR,204.2,40.786643109540634,HH,0.063,ns,0.0
lon6_7254lat37_5544,6.72513,37.55567,SNNPR,-26.0,-0.31335689045936554,LL,0.984,ns,0.0
lon6_8955lat41_1259,6.89765,41.12229,Oromia,137.1,-7.6133568904593645,HL,0.452,ns,0.0
lon6_9028lat40_8421,6.90202,40.84444,Oromia,-14.799999999999997,26.266643109540635,LH,0.607,ns,0.0
lon6_9175lat37_5316,6.91708,37.53459,SNNPR,7.599999999999994,20.161643109540634,HH,0.837,ns,0.0
lon6_9459lat40_6196,6.95028,40.61956,Oromia,-63.20000000000002,-3.0033568904593637,LL,0.715,ns,0.0
lon6_9558lat38_4789,6.95963,38.47747,SNNPR,17.400000000000006,-19.004265981368455,HL,0.607,ns,6.0
lon6_9781lat39_1809,6.98671,39.17889,Oromia,-1.5999999999999943,-9.670499747602225,LL,0.945,ns,0.0
lon6_9939lat40_4804,6.99093,40.48074,Oromia,3.0,1.9404892633867874,HH,0.968,ns,0.0
lon7_0064lat39_3927,7.00913,39.38834,Oromia,-155.3,14.369976442873966,LH,0.096,ns,0.0
lon7_0186lat40_3594,7.02043,40.36513,Oromia,-11.799999999999997,3.176643109540633,LH,0.913,ns,0.0
lon7_022lat40_8381,7.02497,40.8383,Oromia,-12.400000000000006,10.015214538112062,LH,0.791,ns,0.0
lon7_0318lat40_2204,7.03161,40.22416,Oromia,16.39999999999999,-0.6192392434005427,HL,0.968,ns,0.0
lon7_0757lat38_7851,7.07542,38.78113,Oromia,4.0,-8.405664582767061,HL,0.916,ns,0.0
lon7_1068lat39_7821,7.10926,39.78051,Oromia,-61.5,-0.5258568904593695,LL,0.921,ns,0.0
lon7_1181lat40_0024,7.10698,40.00643,Oromia,-10.0,-1.8966902237927021,LL,0.945,ns,2.0
lon7_1272lat40_1644,7.12466,40.16477,Oromia,14.700000000000003,0.29164310954063133,HH,0.971,ns,2.0
lon7_1369lat40_7127,7.1338,40.71373,Oromia,65.9,-21.303356890459366,HL,0.223,ns,0.0
lon7_1411lat37_9531,7.13669,37.9515,SNNPR,-140.4,-2.438356890459362,LL,0.6,ns,0.0
lon7_2367lat35_6312,7.23725,35.63271,SNNPR,132.7,7.424143109540636,HH,0.255,ns,0.0
lon7_2475lat39_9307,7.24186,39.92676,Oromia,109.29999999999998,-4.013356890459368,HL,0.427,ns,2.0
lon7_2754lat35_7736,7.27825,35.77249,SNNPR,16.700000000000003,13.855873878771407,HH,0.648,ns,0.0
lon7_2795lat40_675,7.27966,40.6742,Oromia,27.099999999999994,-16.84335689045937,HL,0.521,ns,0.0
lon7_289lat36_5729,7.28897,36.57515,SNNPR,45.69999999999999,-7.758811435913909,HL,0.575,ns,0.0
lon7_2986lat38_3563,7.29945,38.35593,Oromia,-4.900000000000006,25.608071680969207,LH,0.77,ns,0.0
lon7_3683lat40_4992,7.36359,40.49975,Oromia,19.4,3.8957340186315434,HH,0.857,ns,0.0
lon7_3701lat40_1912,7.36855,40.1959,Oromia,24.39999999999999,9.274143109540633,HH,0.615,ns,0.0
lon7_3821lat40_0105,7.38155,40.00856,Oromia,-71.7,16.798407815422983,LH,0.196,ns,0.0
lon7_4157lat36_3737,7.41474,36.37288,Oromia,17.599999999999994,8.019976442873968,HH,0.766,ns,0.0
lon7_5531lat37_0666,7.55036,37.06647,Oromia,0.5999999999999943,38.75807168096921,HH,0.966,ns,0.0
lon7_6024lat36_724,7.60359,36.72501,Oromia,33.099999999999994,51.73279695569448,HH,0.154,ns,1.0
lon7_618lat39_4918,7.62095,39.49515,Oromia,-14.5,15.694335417232944,LH,0.663,ns,0.0
lon7_6322lat39_8165,7.6343,39.81671,Oromia,51.3,-10.64907117617365,HL,0.384,ns,0.0
lon7_7299lat39_9973,7.73036,39.99725,Oromia,7.799999999999997,4.776643109540633,HH,0.927,ns,0.0
lon7_7484lat35_4772,7.74379,35.47984,SNNPR,77.39999999999999,-78.92585689045936,HL,0.021,HL,0.0
lon7_7539lat39_1548,7.75212,39.15481,Oromia,31.299999999999997,43.70482492772246,HH,0.21,ns,1.0
lon7_7844lat36_7278,7.78081,36.72897,Oromia,96.30000000000001,38.05587387877141,HH,0.035,HH,1.0
lon7_792lat39_906,7.7957,39.90587,Oromia,-56.5,31.1533097762073,LH,0.143,ns,0.0
lon7_8062lat39_5175,7.80594,39.51702,Oromia,-313.9,24.658071680969208,LH,0.001,LH,0.0
lon7_8235lat39_7844,7.82222,39.78723,Oromia,118.4,-5.038356890459362,HL,0.377,ns,0.0
lon7_8365lat36_669,7.83476,36.66697,Oromia,145.2,31.729500252397777,HH,0.02,HH,0.0
lon7_8429lat37_367,7.84225,37.36596,Oromia,28.900000000000006,17.099143109540638,HH,0.533,ns,0.0
lon7_8612lat39_6285,7.85811,39.62993,Oromia,34.800000000000004,-0.17489535199782758,HL,0.965,ns,0.0
lon7_8646lat38_7033,7.86081,38.70596,Oromia,42.900000000000006,47.51164310954064,HH,0.146,ns,0.0
lon7_8958lat36_6599,7.89893,36.65815,Oromia,52.6,13.204290168364167,HH,0.335,ns,0.0
lon7_904lat36_7848,7.90391,36.78277,Oromia,35.900000000000006,23.374143109540633,HH,0.266,ns,0.0
lon7_9527lat36_8467,7.95176,36.84771,Oromia,37.80000000000001,21.579976442873967,HH,0.279,ns,0.0
lon7_9594lat35_5377,7.96155,35.53802,Oromia,32.50000000000001,-40.01335689045936,HL,0.236,ns,0.0
lon7_9854lat39_5687,7.98683,39.56928,Oromia,-48.19999999999999,1.863566186463709,LH,0.821,ns,0.0
lon8_0019lat36_4905,7.99879,36.48668,Oromia,15.499999999999993,-0.49335689045936704,HL,0.967,ns,0.0
lon8_012lat38_5326,8.01189,38.52844,SNNPR,11.5,13.764420887318416,HH,0.748,ns,2.0
lon8_032lat37_8366,8.02897,37.83907,SNNPR,32.400000000000006,-24.87335689045935,HL,0.363,ns,0.0
lon8_0382lat36_999,8.03729,36.9999,Oromia,-6.1,0.27950025239777965,LH,0.99,ns,0.0
lon8_0418lat39_013,8.04748,39.01106,Oromia,69.5,13.39664310954064,HH,0.322,ns,1.0
lon8_0582lat39_5576,8.05968,39.55819,Oromia,0.30000000000001137,4.955393109540635,HH,0.997,ns,0.0
lon8_0796lat36_463,8.08372,36.46462,Oromia,-1.4000000000000057,-33.21335689045937,LL,0.868,ns,0.0
lon8_0894lat36_9509,8.08927,36.95539,Oromia,13.0,1.5152145381120654,HH,0.939,ns,0.0
lon8_0937lat40_4795,8.09315,40.48396,Oromia,82.69999999999999,57.346643109540636,HH,0.05,ns,0.0
lon8_1003lat36_8293,8.1005,36.83131,Oromia,57.599999999999994,-2.551452128554601,HL,0.721,ns,0.0
lon8_1174lat38_3775,8.11889,38.37064,SNNPR,10.200000000000003,-54.003356890459365,HL,0.436,ns,2.0
lon8_1338lat39_234,8.13192,39.22789,Oromia,34.3,16.486643109540633,HH,0.465,ns,0.0
lon8_1363lat38_0038,8.13867,38.01053,SNNPR,13.600000000000009,-26.751818428920895,HL,0.529,ns,0.0
lon8_1445lat36_9965,8.14469,36.99564,Oromia,-96.9,8.106643109540636,LH,0.293,ns,0.0
lon8_1502lat39_3525,8.15223,39.36065,Oromia,31.19999999999999,27.10972003261756,HH,0.301,ns,0.0
lon8_1532lat35_5357,8.15084,35.53879,Oromia,60.3,-17.538356890459358,HL,0.259,ns,0.0
lon8_1723lat36_4614,8.17428,36.45824,Oromia,-73.0,-64.41335689045937,LL,0.022,LL,0.0
lon8_2026lat35_6853,8.20771,35.68406,Oromia,-26.099999999999994,-11.213356890459362,LL,0.587,ns,0.0
lon8_2494lat36_6042,8.25051,36.60728,Oromia,1.7999999999999972,-25.194606890459365,HL,0.916,ns,0.0
lon8_24lat35_2392,8.2402,35.24089,Oromia,-4.8999999999999915,8.169976442873974,LH,0.916,ns,0.0
lon8_2867lat35_098,8.28743,35.09851,Oromia,8.100000000000009,-5.463356890459357,HL,0.946,ns,0.0
lon8_3013lat36_9479,8.30087,36.94835,Oromia,-37.4,-17.094606890459367,LL,0.401,ns,0.0
lon8_3146lat37_9595,8.3139,37.95972,SNNPR,-84.69999999999999,-25.086084163186626,LL,0.104,ns,1.0
lon8_3244lat38_5527,8.3256,38.54948,SNNPR,13.600000000000009,-23.000023557126028,HL,0.538,ns,0.0
lon8_3682lat37_3371,8.36779,37.33743,Oromia,-38.10000000000001,19.87235739525492,LH,0.339,ns,0.0
lon8_3701lat36_2453,8.36956,36.24587,Oromia,-311.7,-49.922447799550284,LL,0.001,LL,0.0
lon8_3913lat37_3453,8.39226,37.34913,Oromia,-10.799999999999997,18.93279695569448,LH,0.641,ns,1.0
lon8_3954lat40_3938,8.39527,40.39234,Oromia,154.7,37.41997644287397,HH,0.007,HH,0.0
lon8_3977lat37_8678,8.40052,37.86634,Oromia,8.5,6.295734018631549,HH,0.877,ns,1.0
lon8_4072lat38_62,8.40452,38.61814,SNNPR,-68.2,-9.357801334903805,LL,0.318,ns,0.0
lon8_4104lat39_3354,8.40996,39.33899,Oromia,39.3,22.065214538112063,HH,0.306,ns,3.0
lon8_421lat37_5221,8.42258,37.52076,Oromia,38.0,21.178309776207303,HH,0.349,ns,1.0
lon8_4363lat38_608,8.43512,38.61013,Oromia,8.900000000000006,-12.213356890459362,HL,0.755,ns,0.0
lon8_4466lat36_8542,8.44225,36.85456,Oromia,8.200000000000017,-27.427642604745078,HL,0.632,ns,0.0
lon8_4652lat39_4505,8.46494,39.45175,Oromia,89.30000000000001,36.136643109540636,HH,0.037,HH,1.0
lon8_4672lat38_2527,8.46883,38.25254,Oromia,13.700000000000003,-40.07049974760221,HL,0.426,ns,0.0
lon8_4872lat39_8335,8.48928,39.82798,Oromia,-11.700000000000003,14.942198665096189,LH,0.736,ns,0.0
lon8_5081lat39_5509,8.50948,39.55463,Oromia,102.0,36.4783097762073,HH,0.04,HH,0.0
lon8_5114lat37_6072,8.50753,37.60868,Oromia,64.5,-7.596690223792699,HL,0.504,ns,1.0
lon8_528lat40_4843,8.52773,40.48548,Oromia,94.4,34.98664310954063,HH,0.03,HH,0.0
lon8_5813lat36_1134,8.58189,36.11185,Oromia,-32.0,-76.94669022379269,LL,0.095,ns,1.0
lon8_5816lat37_1105,8.58257,37.11214,Oromia,-36.00000000000001,-4.250856890459364,LL,0.761,ns,2.0
lon8_5901lat35_7346,8.59398,35.73577,Oromia,-90.5,-22.153356890459364,LL,0.101,ns,0.0
lon8_6018lat40_323,8.59983,40.32482,Oromia,6.8999999999999915,37.41997644287397,HH,0.58,ns,0.0
lon8_6537lat39_7559,8.65357,39.75398,Oromia,37.60000000000001,54.824143109540636,HH,0.179,ns,8.0
lon8_687lat34_88,8.68768,34.88352,Oromia,-201.40000000000003,4.786643109540633,LH,0.378,ns,2.0
lon8_7128lat40_4121,8.7101,40.41378,Oromia,-25.200000000000003,31.781881204778724,LH,0.239,ns,0.0
lon8_7252lat40_643,8.72211,40.64224,Oromia,31.299999999999997,27.33664310954063,HH,0.243,ns,0.0
lon8_7273lat37_1045,8.72794,37.10693,Oromia,-112.10000000000001,-24.813356890459367,LL,0.119,ns,3.0
lon8_7345lat40_4348,8.73518,40.43621,Oromia,60.60000000000001,27.69616691906444,HH,0.084,ns,0.0
lon8_7347lat34_9953,8.73696,34.99583,Oromia,24.0,-37.11335689045936,HL,0.375,ns,0.0
lon8_7552lat36_499,8.75205,36.49674,Oromia,-154.39999999999998,-32.63835689045937,LL,0.058,ns,1.0
lon8_7832lat39_2629,8.78322,39.26208,Oromia,-25.200000000000003,22.370853635856417,LH,0.402,ns,0.0
lon8_7897lat35_7127,8.78912,35.71174,Oromia,27.099999999999998,-21.625121596341714,HL,0.38,ns,0.0
lon8_7907lat38_3314,8.78993,38.33273,Oromia,-23.700000000000003,-25.082587659690134,LL,0.385,ns,0.0
lon8_8134lat40_5183,8.81565,40.52151,Oromia,47.8,22.839024061921585,HH,0.182,ns,0.0
lon8_8179lat37_6595,8.81916,37.65778,Oromia,-94.30000000000001,-0.5300235571260314,LL,0.901,ns,2.0
lon8_8198lat41_5664,8.82051,41.56595,Oromia,-45.599999999999994,13.874143109540636,LH,0.467,ns,0.0
lon8_8379lat39_365,8.83801,39.36525,Amhara,-37.099999999999994,25.605393109540636,LH,0.25,ns,0.0
lon8_8743lat37_3721,8.87414,37.37217,Oromia,30.799999999999997,-45.19113466823714,HL,0.217,ns,4.0
lon8_907lat35_2261,8.90437,35.22756,Oromia,-21.69999999999999,15.336643109540638,LH,0.573,ns,0.0
lon8_9284lat39_4255,8.93025,39.42919,Amhara,-15.400000000000006,19.450928823826345,LH,0.573,ns,0.0
lon8_9496lat41_5541,8.94856,41.55453,Oromia,20.900000000000006,-0.7588114359139109,HL,0.966,ns,0.0
lon8_9694lat39_1224,8.96738,39.1264,Oromia,-137.3,28.815809776207296,LH,0.014,LH,0.0
lon8_9727lat37_7652,8.97261,37.7618,Oromia,-69.10000000000001,-30.81335689045937,LL,0.226,ns,13.0
lon8_9795lat34_9731,8.97769,34.9745,Oromia,-0.09999999999999432,-6.130023557126034,LL,0.99,ns,2.0
lon8_9913lat40_1637,8.99219,40.16438,Afar,12.600000000000009,27.686643109540633,HH,0.604,ns,1.0
lon8_9976lat37_3271,8.99639,37.32838,Oromia,-80.89999999999999,-32.59113466823714,LL,0.091,ns,0.0
lon9_0026lat38_2518,9.00581,38.25084,Oromia,13.0,-0.5133568904593653,HL,0.969,ns,0.0
lon9_0118lat38_2995,9.01145,38.29735,Oromia,9.900000000000006,-1.5133568904593653,HL,0.962,ns,0.0
lon9_0132lat37_4517,9.01365,37.4511,Oromia,11.5,-52.97585689045937,HL,0.464,ns,1.0
lon9_0366lat36_869,9.0348,36.87303,Oromia,51.5,-16.991134668237137,HL,0.363,ns,13.0
lon9_0545lat41_61,9.0544,41.61001,Oromia,-75.3,5.886643109540634,LH,0.515,ns,0.0
lon9_075lat40_8683,9.07343,40.87176,Oromia,31.700000000000003,12.955873878771405,HH,0.523,ns,0.0
lon9_0781lat41_1735,9.07985,41.1741,Oromia,23.400000000000006,20.90482492772245,HH,0.521,ns,0.0
lon9_0905lat35_901,9.08912,35.90306,Oromia,-1.7999999999999972,-24.441928319030787,LL,0.889,ns,1.0
lon9_0938lat36_9542,9.09296,36.95819,Oromia,20.799999999999997,11.915214538112071,HH,0.676,ns,14.0
lon9_1204lat37_0619,9.12581,37.05922,Oromia,-0.9000000000000057,-2.3689124460149125,LL,0.982,ns,4.0
lon9_1383lat41_8354,9.13829,41.83584,Oromia,-14.600000000000009,19.8533097762073,LH,0.624,ns,0.0
lon9_1645lat35_4714,9.16448,35.4677,Oromia,73.2,-30.568356890459366,HL,0.071,ns,0.0
lon9_1674lat35_6829,9.16726,35.68664,Oromia,-51.19999999999999,-15.296690223792694,LL,0.29,ns,2.0
lon9_215lat37_0674,9.21674,37.06782,Oromia,-12.099999999999994,8.542198665096198,LH,0.819,ns,4.0
lon9_2216lat41_1012,9.22201,41.09706,Oromia,59.7,12.661643109540634,HH,0.354,ns,2.0
lon9_2296lat41_6877,9.22905,41.69139,Oromia,80.8,10.719976442873968,HH,0.345,ns,0.0
lon9_2641lat38_0839,9.26861,38.08588,Oromia,-3.6000000000000085,-3.07049974760222,LL,0.955,ns,0.0
lon9_2678lat38_2715,9.26808,38.27191,Oromia,-101.50000000000001,4.659976442873969,LH,0.443,ns,4.0
lon9_3074lat38_7538,9.31132,38.75358,Oromia,7.200000000000003,8.004290168364166,HH,0.866,ns,0.0
lon9_3175lat38_3793,9.31435,38.38076,Oromia,18.80000000000001,-4.013356890459365,HL,0.799,ns,4.0
lon9_3369lat39_5744,9.33643,39.5748,Amhara,-36.0,30.755393109540634,LH,0.236,ns,0.0
lon9_3482lat34_5294,9.34969,34.53285,Oromia,54.10000000000001,3.3866431095406355,HH,0.726,ns,4.0
lon9_3705lat35_5953,9.36765,35.59255,Oromia,-9.599999999999994,-25.150856890459366,LL,0.612,ns,2.0
lon9_3853lat39_3955,9.38355,39.39604,Amhara,114.5,27.29716942533011,HH,0.036,HH,0.0
lon9_394lat38_8343,9.39361,38.83404,Oromia,-5.0,21.427552200449725,LH,0.746,ns,0.0
lon9_4051lat39_1305,9.40513,39.1305,Oromia,59.00000000000001,35.9658097762073,HH,0.057,ns,0.0
lon9_4138lat38_2779,9.415,38.27849,Oromia,29.0,-6.280023557126032,HL,0.692,ns,1.0
lon9_4258lat41_6914,9.42547,41.68604,Oromia,12.900000000000006,38.4033097762073,HH,0.548,ns,0.0
lon9_444lat38_3413,9.44252,38.34353,Oromia,25.900000000000006,-7.525856890459364,HL,0.642,ns,1.0
lon9_4623lat38_8817,9.46208,38.88166,Oromia,46.0,20.518643109540633,HH,0.195,ns,0.0
lon9_4698lat35_1988,9.47349,35.19523,Oromia,-64.20000000000002,-40.389827478694656,LL,0.062,ns,0.0
lon9_4971lat34_896,9.49743,34.89666,Oromia,3.400000000000002,-26.133356890459364,HL,0.834,ns,0.0
lon9_504lat35_5027,9.50678,35.50073,Oromia,-54.39999999999999,-18.706214033316506,LL,0.253,ns,2.0
lon9_5107lat39_0769,9.51076,39.07661,Oromia,50.49999999999999,38.00838223997541,HH,0.076,ns,0.0
lon9_5359lat39_4566,9.53031,39.45786,Amhara,-3.4000000000000057,22.844976442873964,LH,0.783,ns,3.0
lon9_5498lat38_8725,9.54647,38.87005,Oromia,-4.700000000000003,28.269251805192802,LH,0.699,ns,0.0
lon9_5702lat37_1073,9.5689,37.10635,Oromia,0.7000000000000028,54.746643109540656,HH,0.938,ns,2.0
lon9_5718lat37_3623,9.56281,37.35938,Oromia,168.8,-24.46335689045936,HL,0.141,ns,1.0
lon9_5984lat35_373,9.59952,35.37109,Oromia,43.69999999999999,-37.19335689045937,HL,0.14,ns,1.0
lon9_6235lat38_6462,9.62367,38.64346,Oromia,3.200000000000003,5.607695741119578,HH,0.947,ns,0.0
lon9_6299lat38_8335,9.62994,38.8308,Oromia,-27.599999999999994,17.281881204778724,LH,0.395,ns,0.0
lon9_6403lat39_2014,9.64029,39.2024,Oromia,44.599999999999994,24.52264310954063,HH,0.165,ns,0.0
lon9_6485lat37_7656,9.64785,37.76467,Oromia,-167.7,14.336643109540635,LH,0.244,ns,0.0
lon9_6537lat39_318,9.65691,39.31899,Oromia,34.5,17.95747644287397,HH,0.31,ns,0.0
lon9_6731lat39_0234,9.6744,39.02525,Oromia,87.8,25.029500252397774,HH,0.055,ns,0.0
lon9_7587lat34_7293,9.75717,34.72473,Beneshangul Gumu,40.30000000000001,-22.48002355712603,HL,0.311,ns,0.0
lon9_7956lat35_1046,9.79638,35.10214,Oromia,65.30000000000001,-55.54192831903079,HL,0.037,HL,0.0
lon9_8049lat38_4187,9.80901,38.41155,Oromia,-16.700000000000003,-11.441928319030797,LL,0.731,ns,6.0
lon9_8125lat38_6331,9.81198,38.63312,Oromia,38.19999999999999,5.82950025239777,HH,0.667,ns,6.0
lon9_8471lat39_7592,9.8485,39.76387,Amhara,-33.39999999999999,-8.554097631200102,LL,0.484,ns,7.0
lon9_8819lat39_8221,9.88278,39.82334,Amhara,-100.0,-10.936433813536286,LL,0.156,ns,15.0
lon9_8957lat39_1483,9.89191,39.14506,Amhara,-6.599999999999994,21.86442088731841,LH,0.706,ns,0.0
